title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,imageURL
Rep,Richard,M.,Nolan,,,D,MN,8,1,M,202-225-6211,,http://nolan.house.gov,http://nolan.house.gov/contact/email-me,2447 Rayburn House Office Building,N000127,138505,H2MN08111,408211,N00021207,USRepRickNolan,,http://youtube.com/USRepRickNolan,3.88085E+14,,,12/17/1943,http://upload.wikimedia.org/wikipedia/commons/d/d6/Richard-nolan_cropped_2009.jpg
Rep,Richard,B.,Nugent,,,R,FL,11,1,M,202-225-1002,202- 226-6559,http://nugent.house.gov,https://forms.house.gov/nugent/webforms/zipauthen_contact.shtml,1727 Longworth House Office Building,N000185,124333,H0FL05139,412409,N00032441,RepRichNugent,http://www.opencongress.org/wiki/Richard_Nugent,http://youtube.com/RepRichNugent,1.83542E+14,,,5/26/1951,"http://upload.wikimedia.org/wikipedia/commons/2/2a/Rich_Nugent,_Official_Portrait,_112th_Congress_2.jpg"
Sen,Richard,C.,Shelby,,,R,AL,Senior Seat,1,M,202-224-5744,202-224-3416,http://www.shelby.senate.gov,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,304 Russell Senate Office Building,S000320,53266,S6AL00013,300089,N00009920,SenShelbyPress,http://www.opencongress.org/wiki/Richard_Shelby,http://youtube.com/SenatorRichardShelby,50850514797,,III,5/6/1934,http://www.ontheissues.org/pictures/Richard_Shelby.jpg
Rep,Rick,,Berg,,,R,ND,0,0,M,202-225-2611,202-226-0893,http://berg.house.gov/,,323 Cannon House Office Building,B001272,7693,H0ND00135,412458,N00031629,RepRickBerg,http://www.opencongress.org/wiki/Rick_Berg,http://youtube.com/reprickberg,RepRickBerg,,,8/16/1959,"http://upload.wikimedia.org/wikipedia/commons/3/38/Rick_Berg,_official_portrait,_112th_Congress.jpg"
Rep,Rick,,Larsen,,,D,WA,2,1,M,202-225-2605,202-225-4420,http://larsen.house.gov,http://larsen.house.gov/contact-rick,2113 Rayburn House Office Building,L000560,56231,H0WA02080,400232,N00009759,RepRickLarsen,http://www.opencongress.org/wiki/Rick_Larsen,http://youtube.com/congressmanlarsen,1.35655E+14,,,6/15/1965,https://larsen.house.gov/sites/larsen.house.gov/files/images/copy_3000_color.jpg
Rep,Rick,,Renzi,,Rick,R,AZ,1,0,M,,,http://www.house.gov/renzi,,,R000574,28172,H2AZ01172,400336,N00024931,,http://www.opencongress.org/wiki/Richard_Renzi,,,,,6/11/1958,"http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Rick_Renzi,_official_109th_Congress_photo.jpg/220px-Rick_Renzi,_official_109th_Congress_photo.jpg"
Rep,Rob,,Bishop,,,R,UT,1,1,M,202-225-0453,202-225-5857,http://robbishop.house.gov,http://robbishop.house.gov/ZipAuth.aspx,123 Cannon House Office Building,B001250,50544,H2UT01094,400029,N00025292,RepRobBishop,http://www.opencongress.org/wiki/Rob_Bishop,http://youtube.com/CongressmanBishop,RepRobBishop,,,7/13/1951,http://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Rob_Bishop_Official.jpg/220px-Rob_Bishop_Official.jpg
Rep,Rob,,Woodall,,,R,GA,7,1,M,202-225-4272,202-225-4696,http://woodall.house.gov,http://woodall.house.gov/contact-me/email-me,1725 Longworth House Office Building,W000810,122251,H0GA07133,412416,N00032416,,http://www.opencongress.org/wiki/Rob_Woodall,http://youtube.com/RobWoodallGA07,1.72573E+14,,,2/11/1970,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Rob_Woodall,_Official_Portrait,_112th_Congress_2.jpg/220px-Rob_Woodall,_Official_Portrait,_112th_Congress_2.jpg"
Rep,Robert,B.,Aderholt,,,R,AL,4,1,M,202-225-4876,202-225-5587,http://aderholt.house.gov,http://aderholt.house.gov/?sectionid=195&amp;sectiontree=195,2369 Rayburn House Office Building,A000055,441,H6AL04098,400004,N00003028,Robert_Aderholt,http://www.opencongress.org/wiki/Robert_Aderholt,http://youtube.com/RobertAderholt,19787529402,,,7/22/1965,http://upload.wikimedia.org/wikipedia/commons/7/7e/Rep._Robert_Aderholt.jpg
Rep,Robert,E.,Andrews,,Rob,D,NJ,1,1,M,202-225-6501,,http://andrews.house.gov,http://andrews.house.gov/contact-me/email-me,2265 Rayburn House Office Building,A000210,26949,H0NJ01066,400008,N00000826,,http://www.opencongress.org/wiki/Robert_Andrews,,,,,8/4/1957,http://upload.wikimedia.org/wikipedia/commons/8/88/Robert_Andrews_Millikan.jpg
Sen,Robert,F.,Bennett,,Bob,R,UT,Junior Seat,0,M,,,http://bennett.senate.gov,,,B000382,53351,S2UT00104,300007,N00006347,,http://www.opencongress.org/wiki/Robert_Bennett,http://youtube.com/SenatorBennett,,,III,9/18/1933,http://www.ontheissues.org/pictures/Robert_Bennett.jpg
Rep,Robert,Marion,Berry,,Marion,D,AR,1,0,M,,,http://www.house.gov/berry/,,,B000420,430,H6AR01072,400026,N00005455,,http://www.opencongress.org/wiki/Robert_Marion_Berry,http://youtube.com/CongressmanBerry,,,,8/27/1942,http://hardrockhideout.files.wordpress.com/2009/02/robert-berry.jpg
Sen,Robert,C.,Byrd,,,D,WV,Senior Seat,0,M,,,http://byrd.senate.gov,,,B001210,53359,S6WV00014,300016,N00002200,,http://www.opencongress.org/wiki/Robert_Byrd,,,,I,11/20/1917,http://www.nndb.com/people/397/000032301/robert-brady.jpg
Rep,Robert,A.,Brady,,Bob,D,PA,1,1,M,202-225-4731,202-225-0088,http://www.brady.house.gov,http://www.brady.house.gov/contact-me/email-me,102 Cannon House Office Building,B001227,2519,H8PA01153,400047,N00001619,RepBrady,http://www.opencongress.org/wiki/Robert_Brady,http://youtube.com/BradyPA01,1.18845E+11,,,4/7/1945,http://upload.wikimedia.org/wikipedia/commons/8/8e/Robert_Byrd_official_portrait.jpg
Rep,Robert,E.,Cramer,Jr.,Bud,D,AL,5,0,M,,,http://cramer.house.gov,,,C000868,26714,H0AL05049,400084,N00003042,,http://www.opencongress.org/wiki/Robert_Cramer,,,,,8/22/1947,http://www.thepoliticalguide.com/Images/reps/robertcasey.jpg
Sen,Robert,P.,Casey,Jr.,Bob,D,PA,Senior Seat,1,M,202-224-6324,202-228-0604,http://www.casey.senate.gov,http://www.casey.senate.gov/contact/,393 Russell Senate Office Building,C001070,2541,S6PA00217,412246,N00027503,SenBobCasey,http://www.opencongress.org/wiki/Robert_Casey,http://youtube.com/SenatorBobCasey,1.0775E+14,,I,4/13/1960,http://upload.wikimedia.org/wikipedia/commons/c/cd/Robert_Cramer_suisse.jpg
Rep,Robert,,Hurt,,,R,VA,5,1,M,202-225-4711,202-225-5681,http://hurt.house.gov,http://hurt.house.gov/index.cfm/email-me,125 Cannon House Office Building,H001060,50895,H0VA05095,412484,N00031265,RepRobertHurt,http://www.opencongress.org/wiki/Robert_Hurt,http://youtube.com/RepRobertHurt,1.20068E+14,,,6/16/1969,"http://upload.wikimedia.org/wikipedia/commons/9/9d/Robert_Hurt,_Official_Portrait,_112th_Congress.jpg"
Rep,Robert,Edward,Latta,,Bob,R,OH,5,1,M,202-225-6405,202-225-1985,http://latta.house.gov,http://latta.house.gov/contact/,2448 Rayburn House Office Building,L000566,9926,H8OH05036,412256,N00012233,BobLatta,http://www.opencongress.org/wiki/Robert_Latta,http://youtube.com/CongressmanBobLatta,1E+14,,,4/18/1956,http://latta.house.gov/images/photo_boblatta.jpg
Sen,Robert,,Menéndez,,Bob,D,NJ,Senior Seat,1,M,202-224-4744,202-228-2197,http://menendez.senate.gov,http://menendez.senate.gov/contact/,528 Hart Senate Office Building,M000639,26961,H2NJ13075,400272,N00000699,SenatorMenendez,http://www.opencongress.org/wiki/Robert_Menendez,http://youtube.com/SenatorMenendezNJ,3.49745E+11,,I,1/1/1954,"http://upload.wikimedia.org/wikipedia/commons/f/f2/Robert_Menendez,_official_Senate_photo.jpg"
Sen,Robert,J.,Portman,,Rob,R,OH,Junior Seat,1,M,202-224-3353,,http://www.portman.senate.gov,http://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,448 Russell Senate Office Building,P000449,27008,S0OH00133,400325,N00003682,RobPortman,http://www.opencongress.org/wiki/Rand_Paul,http://youtube.com/SenRobPortman,45243961073,,III,12/19/1955,"http://upload.wikimedia.org/wikipedia/commons/e/e2/Robert_Pittenger,_Official_Portrait,_113th_Congress.jpg"
Rep,Robert,,Pittenger,,,R,NC,9,1,M,202-225-1976,202-225-3389,http://pittenger.house.gov,http://pittenger.house.gov/contact/email-me,224 Cannon House Office Building,P000606,41272,H2NC09134,412551,N00034416,RepPittenger,,http://youtube.com/CongressmanPittenger,3.76143E+14,,,8/15/1948,"http://upload.wikimedia.org/wikipedia/commons/4/4f/Rob_Portman,_official_portrait,_112th_Congress.jpg"
Rep,Robert,C.,Scott,,Bobby,D,VA,3,1,M,202-225-8351,202-225-8354,http://www.house.gov/scott,http://www.house.gov/writerep,1201 Longworth House Office Building,S000185,27117,H6VA01117,400364,N00002147,RepBobbyScott,http://www.opencongress.org/wiki/Robert_Scott,http://youtube.com/repbobbyscott,1.23839E+14,,,4/30/1947,http://luskin.ucla.edu/sites/default/files/headshots/Rob.S.jpg%3F1352152194
Rep,Robert,T,Schilling,,Bobby,R,IL,17,0,M,202-225-5905,202- 225-5396,http://schilling.house.gov/,,507 Cannon House Office Building,S001182,116570,H0IL17059,412423,N00030668,RepSchilling,http://www.opencongress.org/wiki/Bobby_Schilling,http://youtube.com/repbobbyschilling,1.28585E+14,,,1/23/1964,http://upload.wikimedia.org/wikipedia/commons/6/62/Scott_of_the_Antarctic_crop.jpg
Rep,Robert,L.,Turner,,Bob,R,NY,9,0,M,202-225-6616,202-226-0218,http://bobturner.house.gov/,https://bobturner.house.gov/contact-me,2104 Rayburn House Office Building,T000471,127071,H0NY09072,412499,N00032601,USRepBobTurner,http://www.opencongress.org/wiki/Bob_Turner,http://youtube.com/CongressmanBobTurner,9275036647,,,5/2/1941,http://upload.wikimedia.org/wikipedia/commons/2/26/Robert_Turner_cropped.jpg
Rep,Robert,,Wexler,,,D,FL,19,0,M,,,http://wexler.house.gov,,,W000314,882,H6FL19038,400430,N00002905,,http://www.opencongress.org/wiki/Robert_Wexler,,,,,1/2/1961,http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/RobertWexlerPhoto.jpg/240px-RobertWexlerPhoto.jpg
Rep,Robert,J.,Wittman,,Rob,R,VA,1,1,M,202-225-4261,202-225-4382,http://www.wittman.house.gov,https://forms.house.gov/wittman/IMA/webforms/issue_subscribe.htm,2454 Rayburn House Office Building,W000804,58133,H8VA01147,412255,N00029459,RobWittman,http://www.opencongress.org/wiki/Robert_Wittman,http://youtube.com/RobWittman,38932542633,,,2/3/1959,http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Robwittman.jpg/200px-Robwittman.jpg
Rep,Robin,C.,Hayes,,Robin,R,NC,8,0,M,,,http://hayes.house.gov,,,H001029,1641,H8NC08042,400172,N00002315,,http://www.opencongress.org/wiki/Robert_Hayes,,,,,8/14/1945,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Robin_Hayes,_official_109th_Congress_photo.jpg/220px-Robin_Hayes,_official_109th_Congress_photo.jpg"
Rep,Robin,,Kelly,,,D,IL,2,1,F,202-225-0773,202-225-4583,http://robinkelly.house.gov,http://robinkelly.house.gov/contact/email-me,2419 Rayburn House Office Building,K000385,33384,H2IL02172,412595,N00035215,RepRobinKelly,,,1.50381E+14,,,4/30/1956,http://assets.nydailynews.com/polopoly_fs/1.1565806!/img/httpImage/image.jpg_gen/derivatives/landscape_635/75576pcn-kelly.jpg
Rep,Rodney,M.,Alexander,,,R,LA,5,0,M,202-225-8490,202-225-5639,http://alexander.house.gov,https://alexander.house.gov/email-me,316 Cannon House Office Building,A000361,4545,H2LA05084,400006,N00025464,USRepAlexander,http://www.opencongress.org/wiki/Rodney_Alexander,http://youtube.com/RepRodneyMAlexander,20002702544,,,12/5/1946,http://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Rep._Rodney_Alexander.jpg/220px-Rep._Rodney_Alexander.jpg
Rep,Rodney,,Davis,,,R,IL,13,1,M,202-225-2371,,http://rodneydavis.house.gov,http://rodneydavis.house.gov/contact/email-me,1740 Longworth House Office Building,D000619,9622,H2IL13120,412536,N00034784,RodneyDavis,,http://youtube.com/RepRodneyDavis,3.23632E+14,,,1/5/1970,"http://upload.wikimedia.org/wikipedia/commons/4/4f/Rodney_Davis,_Official_Portrait,_113th_Congress.jpg"
Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,1,M,202-225-5034,202-225-3186,http://frelinghuysen.house.gov,http://frelinghuysen.house.gov/contactus/form.cfm,2306 Rayburn House Office Building,F000372,22177,H2NJ05014,400142,N00000684,USRepRodney,http://www.opencongress.org/wiki/Rodney_Frelinghuysen,http://youtube.com/RepFrelinghuysen,rfrelinghuysen,,,4/29/1946,"http://upload.wikimedia.org/wikipedia/commons/0/0e/Rodney_Frelinghuysen,_official_photo_portrait,_color.jpg"
Sen,Roger,F.,Wicker,,,R,MS,Junior Seat,1,M,202-224-6253,202-228-0378,http://www.wicker.senate.gov,http://www.wicker.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,W000437,21926,H4MS01078,400432,N00003280,SenatorWicker,http://www.opencongress.org/wiki/Roger_Wicker,http://youtube.com/SenatorWicker,SenatorWicker,,I,7/5/1951,http://upload.wikimedia.org/wikipedia/commons/9/9c/SenatorRogerWicker(R-MS).jpg
Rep,Roger,,Williams,,,R,TX,25,1,M,202-225-9896,512-473-8946,http://williams.house.gov,http://williams.house.gov/contact/email-me,1122 Longworth House Office Building,W000816,50112,H2TX33040,412578,N00030602,RepRWilliams,,,3.22383E+14,,,9/13/1949,http://www.rogerwilliams.org/portrait.jpg
Sen,Roland,W.,Burris,,,D,IL,Junior Seat,0,M,,,http://burris.senate.gov/,,,B001266,18168,S4IL00057,412328,N00015389,rolandwburris,http://www.opencongress.org/wiki/Roland_Burris,,,,III,8/3/1937,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sen_Roland_Burris.jpg/220px-Sen_Roland_Burris.jpg
Rep,Ron,,Barber,,,D,AZ,2,1,M,202-225-2542,202-225-0378,http://barber.house.gov,https://barber.house.gov/contact-me/email-me,1029 Longworth House Office Building,B001279,137292,H2AZ08094,412502,N00033981,RepRonBarber,http://www.opencongress.org/wiki/Ron_Barber,http://youtube.com/RepRonBarber,2.44907E+14,,,8/25/1945,"http://upload.wikimedia.org/wikipedia/commons/6/62/Rob_barber,_Official_Portrait,_112th_Congress.jpg"
Rep,Ron,,DeSantis,,,R,FL,6,1,M,202-225-2706,202-226-6299,http://desantis.house.gov,http://desantis.house.gov/contact/email-me,427 Cannon House Office Building,D000621,137630,H2FL00292,412526,N00034746,RepDeSantis,,http://youtube.com/RepRonDeSantis,4.64254E+14,,,9/14/1978,"http://upload.wikimedia.org/wikipedia/commons/a/aa/Ron_DeSantis,_Official_Portrait,_113th_Congress.jpg"
Sen,Ron,,Johnson,,,R,WI,Senior Seat,1,M,202-224-5323,920-230-7262,http://www.ronjohnson.senate.gov,http://www.ronjohnson.senate.gov/public/index.cfm/contact,328 Hart Senate Office Building,J000293,126217,S0WI00197,412496,N00032546,SenRonJohnson,http://www.opencongress.org/wiki/Ron_Johnson,http://youtube.com/SenatorRonJohnson,1.86182E+14,,III,4/8/1955,"http://upload.wikimedia.org/wikipedia/commons/3/3d/Ron_Johnson,_official_portrait,_112th_Congress.jpg"
Rep,Ron,James,Kind,,Ron,D,WI,3,1,M,202-225-5506,202-225-5739,http://kind.house.gov,http://kind.house.gov/contact/,1502 Longworth House Office Building,K000188,630,H6WI03099,400218,N00004403,RepRonKind,http://www.opencongress.org/wiki/Ronald_James_Kind,http://youtube.com/RepRonKind,89152017954,,,3/16/1963,"http://upload.wikimedia.org/wikipedia/commons/1/14/Ron_Kind,_official_Congressional_photo_portrait.JPG"
Rep,Ron,,Klein,,,D,FL,22,0,M,,,http://klein.house.gov,,,K000366,24261,H6FL22040,412198,N00027515,RepRonKlein,http://www.opencongress.org/wiki/Ron_Klein,http://youtube.com/RepRonKlein,,,,7/10/1957,http://upload.wikimedia.org/wikipedia/commons/0/06/Ron_Klein_official_110th_Congress_photo.jpg
Rep,Ron,,Lewis,,,R,KY,2,0,M,,,http://www.house.gov/ronlewis,,,L000293,26872,H4KY02030,400241,N00003476,,http://www.opencongress.org/wiki/Ron_Lewis,,,,,9/14/1946,"http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Ron_Lewis,_official_109th_Congressional_photo.jpg/220px-Ron_Lewis,_official_109th_Congressional_photo.jpg"
Sen,Ron,,Wyden,,,D,OR,Senior Seat,1,M,202-224-5244,202-228-2717,http://www.wyden.senate.gov,http://www.wyden.senate.gov/contact/,221 Dirksen Senate Office Building,W000779,27036,S6OR00110,300100,N00007724,RonWyden,http://www.opencongress.org/wiki/Ron_Wyden,http://youtube.com/senronwyden,,,III,5/3/1949,http://upload.wikimedia.org/wikipedia/commons/b/b6/Ron_Wyden_official_portrait.jpg
Rep,Ronald,Ernest,Paul,,Ron,R,TX,14,0,M,202-225-2831,202-226-6553,http://www.house.gov/paul,http://www.house.gov/paul/contact.shtml,203 Cannon House Office Building,P000583,296,H6TX22101,400311,N00005906,RepRonPaul,http://www.opencongress.org/wiki/Ronald_Paul,http://youtube.com/CongressmanRonPaul,ronpaul,,,8/20/1935,"http://upload.wikimedia.org/wikipedia/commons/9/9d/Ron_Paul,_official_Congressional_photo_portrait,_2007.jpg"
Rep,Rosa,L.,DeLauro,,,D,CT,3,1,F,202-225-3661,202-225-4890,http://delauro.house.gov,http://delauro.house.gov/index.php?option=com_content&amp;view=article&amp;id=987&amp;Itemid=7,2413 Rayburn House Office Building,D000216,26788,H0CT03072,400103,N00000615,RosaDeLauro,http://www.opencongress.org/wiki/Rosa_DeLauro,http://youtube.com/rosadelauro,1.81303E+14,,,3/2/1943,http://images.politico.com/global/arena/delauro_rosa.jpg
Rep,Roscoe,G.,Bartlett,,,R,MD,6,0,M,202-225-2721,202-225-2193,http://bartlett.house.gov,http://www.bartlett.house.gov/Email_Roscoe/,2412 Rayburn House Office Building,B000208,26891,H2MD06054,400017,N00002017,,http://www.opencongress.org/wiki/Roscoe_Bartlett,http://youtube.com/RepRoscoeBartlett,roscoebartlett,,,6/3/1926,"http://upload.wikimedia.org/wikipedia/commons/c/c7/Roscoe_Bartlett,_official_color_photo,_2005.jpg"
Sen,Roy,,Blunt,,,R,MO,Junior Seat,1,M,202-224-5721,202-224-8149,http://www.blunt.senate.gov,http://www.blunt.senate.gov/public/index.cfm/contact-form?p=contact-roy,260 Russell Senate Office Building,B000575,418,H6MO07128,400034,N00005195,RoyBlunt,http://www.opencongress.org/wiki/Roy_Blunt,http://youtube.com/SenatorBlunt,1.42473E+14,,III,1/10/1950,"http://upload.wikimedia.org/wikipedia/commons/2/20/Roy_Blunt,_Official_Portrait,_112th_Congress.jpg"
Rep,Rubén,E.,Hinojosa,Sr.,,D,TX,15,1,M,202-225-2531,202-225-5688,http://www.house.gov/hinojosa,http://www.house.gov/writerep,2262 Rayburn House Office Building,H000636,291,H6TX15055,400179,N00006008,USRepRHinojosa,http://www.opencongress.org/wiki/Ruben_Hinojosa,http://youtube.com/RepRubenHinojosa,4.02891E+11,,,8/20/1940,"http://upload.wikimedia.org/wikipedia/commons/2/2d/Ruben_Hinojosa,_Official_Portrait,_112th_Congress.jpg"
Rep,Rush,D.,Holt,Jr.,,D,NJ,12,1,M,202-225-5801,202-225-6025,http://holt.house.gov,https://forms.house.gov/holt/webforms/issue_subscribe.htm,1214 Longworth House Office Building,H001032,22574,H6NJ12144,400184,N00000860,,http://www.opencongress.org/wiki/Rush_Holt,http://youtube.com/RushHolt,,,,10/15/1948,http://upload.wikimedia.org/wikipedia/commons/c/c4/Rep_Holt_Official_Headshot.jpg
Rep,Russ,Russell,Carnahan,,Russ,D,MO,3,0,M,202-225-2671,202-225-7452,http://www.house.gov/carnahan,http://carnahan.house.gov/contact.shtml,1710 Longworth House Office Building,C001060,39948,H0MO00019,400638,N00005181,RepCarnahan,http://www.opencongress.org/wiki/John_Russell_Carnahan,http://youtube.com/congressmancarnahan,congressmancarnahan,,,7/10/1958,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Russcarnahan.jpeg/220px-Russcarnahan.jpeg
Sen,Russell,D.,Feingold,,,D,WI,Junior Seat,0,M,,,http://feingold.senate.gov,,,F000061,53361,S8WI00026,300042,N00000036,russfeingold,http://www.opencongress.org/wiki/Russell_Feingold,http://youtube.com/SenRussFeingold,,,III,3/2/1953,http://upload.wikimedia.org/wikipedia/commons/5/5d/Russ_Feingold_Official_Portrait_3.jpg
Rep,Sam,,Farr,,,D,CA,20,1,M,202-225-2861,202-225-6791,http://www.house.gov/farr,http://www.farr.house.gov/index.php?option=com_content&amp;task=view&amp;id=202,1126 Longworth House Office Building,F000030,26745,H4CA17021,400129,N00007312,RepSamFarr,http://www.opencongress.org/wiki/Sam_Farr,http://youtube.com/CongressmanSamFarr,7018136294,,,7/4/1941,http://upload.wikimedia.org/wikipedia/commons/8/86/Rep_sam_farr.jpg
Rep,Sam,B.,Graves,,Sam,R,MO,6,1,M,202-225-7041,202-225-8221,http://graves.house.gov,http://graves.house.gov/contact-sam/,1415 Longworth House Office Building,G000546,9425,H0MO06073,400158,N00013323,,http://www.opencongress.org/wiki/Samuel_Graves,,1.18515E+11,,,11/7/1963,"http://upload.wikimedia.org/wikipedia/commons/1/13/Sam_Graves,_Official_Portrait,_c112th_Congress.jpg"
Rep,Sam,Robert,Johnson,,Sam,R,TX,3,1,M,202-225-4201,202-225-1485,http://samjohnson.house.gov,http://www.house.gov/formsamjohnson/IMA/issue.htm,1211 Longworth House Office Building,J000174,27079,H2TX03118,400206,N00008028,SamsPressShop,http://www.opencongress.org/wiki/Samuel_Johnson,http://youtube.com/RepSamJohnson,52454091867,,,10/11/1930,"http://upload.wikimedia.org/wikipedia/commons/2/2c/Sam_Johnson,_official_109th_Congress_photo.jpg"
Sen,Samuel,D.,Brownback,,Sam,R,KS,Senior Seat,0,M,,,http://brownback.senate.gov,,,B000953,21952,S6KS00122,300013,N00005244,SenSamBrownback,http://www.opencongress.org/wiki/Samuel_Brownback,http://youtube.com/SenatorSamBrownback,,,III,9/12/1956,http://upload.wikimedia.org/wikipedia/commons/d/d5/Sam_Brownback_official_portrait_3.jpg
Rep,Sander,M.,Levin,,Sandy,D,MI,9,1,M,202-225-4961,202-226-1033,http://levin.house.gov,http://levin.house.gov/contact-me/email-me,1236 Longworth House Office Building,L000263,26918,H2MI17023,400238,N00003950,RepSandyLevin,http://www.opencongress.org/wiki/Sander_Levin,http://youtube.com/mi12yes,2.23726E+14,,,9/6/1931,"http://upload.wikimedia.org/wikipedia/commons/2/22/Sander_Levin,_Official_Portrait.JPG"
Rep,Sandy,,Adams,,,R,FL,24,0,F,202-225-2706,202-226-6299,http://adams.house.gov/,,216 Cannon House Office Building,A000366,31041,H0FL24049,412414,N00030926,RepSandyAdams,http://www.opencongress.org/wiki/Sandy_Adams,http://youtube.com/RepSandyAdams,1.72899E+14,,,12/14/1956,"http://upload.wikimedia.org/wikipedia/commons/7/71/Sandy_Adams,_Official_Portrait,_112th_Congress.jpg"
Rep,Sanford,D.,Bishop,Jr.,,D,GA,2,1,M,202-225-3631,202-225-2203,http://bishop.house.gov,http://bishop.house.gov/contact-me/email-me,2429 Rayburn House Office Building,B000490,26817,H2GA02031,400030,N00002674,SanfordBishop,http://www.opencongress.org/wiki/Sanford_Bishop,http://youtube.com/RepSanfordBishop,3.6674E+11,,,2/4/1947,http://dvo53oxmpmca8.cloudfront.net/wp-content/uploads/2014/01/Sanford_Bishop_official_photo.jpg
Sen,Saxby,,Chambliss,,,R,GA,Senior Seat,1,M,202-224-3521,202-224-0103,http://www.chambliss.senate.gov,http://www.chambliss.senate.gov/public/index.cfm?p=Email,416 Russell Senate Office Building,C000286,22029,S2GA00118,300021,N00002685,SaxbyChambliss,http://www.opencongress.org/wiki/C._Saxby_Chambliss,http://youtube.com/SenatorChambliss,SaxbyChambliss,,II,11/10/1943,http://upload.wikimedia.org/wikipedia/commons/4/47/Saxby_Chambliss.jpg
Sen,Scott,P.,Brown,,,R,MA,Junior Seat,0,M,202-224-4543,,http://scottbrown.senate.gov,http://www.scottbrown.senate.gov/public/index.cfm/emailscottbrown,359 Dirksen Senate Office Building,B001268,18919,S0MA00109,412384,N00031174,USSenScottBrown,http://www.opencongress.org/wiki/Scott_Brown,http://youtube.com/ussenatorscottbrown,1.418E+14,,I,9/12/1959,http://upload.wikimedia.org/wikipedia/commons/1/1e/Sbrownofficial.jpg
Rep,Scott,,DesJarlais,,,R,TN,4,1,M,202-225-6831,202-226-5172,http://desjarlais.house.gov,http://desjarlais.house.gov/contact/cleveland-office.htm,413 Cannon House Office Building,D000616,123473,H0TN04195,412477,N00030957,DesJarlaisTN04,http://www.opencongress.org/wiki/Scott_Desjarlais,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,,,2/21/1964,"http://upload.wikimedia.org/wikipedia/commons/c/c3/Scott_DesJarlais,_Official_Portrait,_112th_Congress.jpg"
Rep,Scott,,Garrett,,,R,NJ,5,1,M,202-225-4465,202-225-9048,http://garrett.house.gov,http://garrett.house.gov/contact-me/email-me,2232 Rayburn House Office Building,G000548,4430,H8NJ05052,400145,N00000743,RepGarrett,http://www.opencongress.org/wiki/E._Scott_Garrett,http://youtube.com/repscottgarrett,6756553401,,,7/9/1959,http://upload.wikimedia.org/wikipedia/commons/2/29/Scott_Garrett.jpg
Rep,Scott,,Murphy,,,D,NY,20,0,M,,,http://scottmurphy.house.gov/,,,M001178,110967,H0NY20079,412332,N00030682,,http://www.opencongress.org/wiki/Scott_Murphy,,,,,1/26/1970,http://upload.wikimedia.org/wikipedia/commons/2/29/Scott_Murphy_official_photo.jpg
Rep,Scott,,Perry,,,R,PA,4,1,M,202-225-5836,202-226-1000,http://perry.house.gov,http://perry.house.gov/contact/email-me,126 Cannon House Office Building,P000605,59980,H2PA04135,412569,N00034120,RepScottPerry,,http://youtube.com/RepScottPerry,3.76801E+14,,,5/27/1962,http://upload.wikimedia.org/wikipedia/commons/c/ca/Scott_Perry_official_photo.jpg
Rep,Scott,H.,Peters,,,D,CA,52,1,M,202-225-0508,202-225-2558,http://scottpeters.house.gov,http://scottpeters.house.gov/contact/email-me,2410 Rayburn House Office Building,P000608,70351,H2CA52089,412523,N00033591,RepScottPeters,,,4.49337E+14,,,6/17/1958,http://upload.wikimedia.org/wikipedia/commons/d/d6/Scott_Peter%27s_Official_113th_Congressional_Portrait.jpg
Rep,Scott,R.,Tipton,,,R,CO,3,1,M,202-225-4761,202-226-9669,http://tipton.house.gov,http://tipton.house.gov/contact-me/email-me,218 Cannon House Office Building,T000470,65403,H6CO03139,412405,N00027509,RepTipton,http://www.opencongress.org/wiki/Scott_Tipton,http://youtube.com/RepScottTipton,1.91429E+14,,,11/9/1956,"http://upload.wikimedia.org/wikipedia/commons/1/1f/Scott_Tipton,_Official_Portrait,_112th_Congress.JPG"
